journalTitle,jcrYear,jif,category,edition,source,url
Knowledge-Based Systems,2020,5.921,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Knowledge-Based Systems,2021,8.038,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Knowledge-Based Systems,2022,8.139,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Knowledge-Based Systems,2023,8.8,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Knowledge-Based Systems,2024,7.2,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Knowledge-Based Systems,2025,7.6,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Systems Man Cybernetics-Systems,2018,5.131,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Systems Man Cybernetics-Systems,2019,7.351,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Systems Man Cybernetics-Systems,2020,9.309,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Systems Man Cybernetics-Systems,2021,13.451,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Systems Man Cybernetics-Systems,2022,11.471,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Systems Man Cybernetics-Systems,2023,8.7,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Systems Man Cybernetics-Systems,2024,8.6,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Systems Man Cybernetics-Systems,2025,8.7,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Applied Soft Computing,2018,3.907,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Applied Soft Computing,2019,4.873,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Applied Soft Computing,2020,5.472,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Applied Soft Computing,2021,6.725,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Applied Soft Computing,2022,8.263,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Applied Soft Computing,2023,8.7,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Applied Soft Computing,2024,7.2,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Applied Soft Computing,2025,6.6,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Expert Systems with Applications,2018,3.768,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Expert Systems with Applications,2019,4.292,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Expert Systems with Applications,2020,5.452,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Expert Systems with Applications,2021,6.954,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Expert Systems with Applications,2022,8.665,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Expert Systems with Applications,2023,8.5,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Expert Systems with Applications,2024,7.5,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Expert Systems with Applications,2025,7.5,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Circuits and Systems for Video Technology,2018,3.558,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Circuits and Systems for Video Technology,2019,4.046,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Circuits and Systems for Video Technology,2020,4.133,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Circuits and Systems for Video Technology,2021,4.685,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Circuits and Systems for Video Technology,2022,5.859,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Circuits and Systems for Video Technology,2023,8.4,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Circuits and Systems for Video Technology,2024,7.4,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Circuits and Systems for Video Technology,2025,11.1,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Geoscience and Remote Sensing,2018,4.662,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Geoscience and Remote Sensing,2019,5.63,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Geoscience and Remote Sensing,2020,5.855,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Geoscience and Remote Sensing,2021,5.6,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Geoscience and Remote Sensing,2022,8.125,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Geoscience and Remote Sensing,2023,8.2,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Geoscience and Remote Sensing,2024,7.5,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Geoscience and Remote Sensing,2025,8.6,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Information Sciences,2018,4.305,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Information Sciences,2019,5.524,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Information Sciences,2020,5.91,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Information Sciences,2021,6.795,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Information Sciences,2022,8.233,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Information Sciences,2023,8.1,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Information Sciences,2024,6.6,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Information Sciences,2025,6.8,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition,2018,3.962,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition,2019,5.898,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition,2020,7.196,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition,2021,7.74,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition,2022,8.518,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition,2023,8,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition,2024,7.5,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition,2025,7.6,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Engineering Applications of Artificial Intelligence,2018,2.819,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Engineering Applications of Artificial Intelligence,2019,3.526,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Engineering Applications of Artificial Intelligence,2020,4.201,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Engineering Applications of Artificial Intelligence,2021,6.212,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Engineering Applications of Artificial Intelligence,2022,7.802,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Engineering Applications of Artificial Intelligence,2023,8,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Engineering Applications of Artificial Intelligence,2024,7.5,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Engineering Applications of Artificial Intelligence,2025,8,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neural Networks,2018,7.197,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neural Networks,2019,5.785,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neural Networks,2020,5.535,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neural Networks,2021,8.05,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neural Networks,2022,9.657,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neural Networks,2023,7.8,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neural Networks,2024,6,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neural Networks,2025,6.3,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Machine Learning,2018,1.855,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Machine Learning,2019,2.809,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Machine Learning,2020,2.672,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Machine Learning,2021,2.94,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Machine Learning,2022,5.414,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Machine Learning,2023,7.5,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Machine Learning,2024,4.3,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Machine Learning,2025,2.9,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Journal of Selected Topics in Signal Processing,2018,4.361,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Journal of Selected Topics in Signal Processing,2019,6.688,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Journal of Selected Topics in Signal Processing,2020,4.981,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Journal of Selected Topics in Signal Processing,2021,6.856,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Journal of Selected Topics in Signal Processing,2022,7.695,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Journal of Selected Topics in Signal Processing,2023,7.5,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Journal of Selected Topics in Signal Processing,2024,8.3,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Journal of Selected Topics in Signal Processing,2025,13.7,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Multimedia,2018,3.977,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Multimedia,2019,5.452,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Multimedia,2020,6.051,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Multimedia,2021,6.513,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Multimedia,2022,8.182,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Multimedia,2023,7.3,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Multimedia,2024,8.4,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Multimedia,2025,9.7,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Information Forensics and Security,2018,5.824,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Information Forensics and Security,2019,6.211,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Information Forensics and Security,2020,6.013,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Information Forensics and Security,2021,7.178,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Information Forensics and Security,2022,7.231,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Information Forensics and Security,2023,6.8,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Information Forensics and Security,2024,6.3,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Information Forensics and Security,2025,8,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Automatic Control,2018,5.007,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Automatic Control,2019,5.093,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Automatic Control,2020,5.625,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Automatic Control,2021,5.792,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Automatic Control,2022,6.549,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Automatic Control,2023,6.8,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Automatic Control,2024,6.2,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Automatic Control,2025,7,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Evolutionary Computation,2018,2.388,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Evolutionary Computation,2019,3.469,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Evolutionary Computation,2020,3.933,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Evolutionary Computation,2021,3.277,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Evolutionary Computation,2022,4.766,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Evolutionary Computation,2023,6.8,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Evolutionary Computation,2024,4.6,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Evolutionary Computation,2025,3.4,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
GIScience & Remote Sensing,2018,2.852,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
GIScience & Remote Sensing,2019,3.574,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
GIScience & Remote Sensing,2020,5.965,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
GIScience & Remote Sensing,2021,6.238,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
GIScience & Remote Sensing,2022,6.397,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
GIScience & Remote Sensing,2023,6.7,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
GIScience & Remote Sensing,2024,5.8,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
GIScience & Remote Sensing,2025,6.9,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Intelligent Systems,2018,2.596,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Intelligent Systems,2019,4.464,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Intelligent Systems,2020,3.21,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Intelligent Systems,2021,3.405,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Intelligent Systems,2022,6.744,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Intelligent Systems,2023,6.4,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Intelligent Systems,2024,5.6,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Intelligent Systems,2025,6.1,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
European Journal of Operational Research,2018,3.428,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
European Journal of Operational Research,2019,3.806,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
European Journal of Operational Research,2020,4.213,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
European Journal of Operational Research,2021,5.334,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
European Journal of Operational Research,2022,6.363,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
European Journal of Operational Research,2023,6.4,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
European Journal of Operational Research,2024,6,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
European Journal of Operational Research,2025,6.1,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Automatica,2018,6.126,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Automatica,2019,6.355,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Automatica,2020,5.541,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Automatica,2021,5.944,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Automatica,2022,6.15,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Automatica,2023,6.4,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Automatica,2024,4.8,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Automatica,2025,5.9,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neurocomputing,2018,3.241,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neurocomputing,2019,4.072,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neurocomputing,2020,4.438,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neurocomputing,2021,5.719,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neurocomputing,2022,5.779,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neurocomputing,2023,6,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neurocomputing,2024,5.5,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Neurocomputing,2025,6.5,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Machine Learning Research,2018,2.281,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Machine Learning Research,2019,4.091,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Machine Learning Research,2020,3.484,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Machine Learning Research,2021,3.654,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Machine Learning Research,2022,5.177,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Machine Learning Research,2023,6,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Machine Learning Research,2024,4.3,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Machine Learning Research,2025,5.2,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Emerging Topics in Computing,2019,4.989,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Emerging Topics in Computing,2020,6.043,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Emerging Topics in Computing,2021,7.691,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Emerging Topics in Computing,2022,6.595,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Emerging Topics in Computing,2023,5.9,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
